userId,ISBN,bookRating,bookTitle
172539,451166892,4.5,The Pillars of the Earth
172742,451166892,4,The Pillars of the Earth
178254,451166892,4.5,The Pillars of the Earth
188685,451166892,3.5,The Pillars of the Earth
189279,451166892,5,The Pillars of the Earth
190831,451166892,5,The Pillars of the Earth
191728,451166892,2.5,The Pillars of the Earth
192479,451166892,3.5,The Pillars of the Earth
193920,451166892,4.5,The Pillars of the Earth
194016,451166892,2.5,The Pillars of the Earth
196585,451166892,5,The Pillars of the Earth
198011,451166892,4,The Pillars of the Earth
199515,451166892,4.5,The Pillars of the Earth
199649,451166892,3,The Pillars of the Earth
204790,451166892,4,The Pillars of the Earth
205571,451166892,3.5,The Pillars of the Earth
206417,451166892,5,The Pillars of the Earth
207339,451166892,4,The Pillars of the Earth
207727,451166892,2.5,The Pillars of the Earth
209229,451166892,2.5,The Pillars of the Earth
214252,451166892,4.5,The Pillars of the Earth
216010,451166892,4.5,The Pillars of the Earth
217740,451166892,4,The Pillars of the Earth
223156,451166892,5,The Pillars of the Earth
228579,451166892,3.5,The Pillars of the Earth
231857,451166892,4.5,The Pillars of the Earth
234530,451166892,5,The Pillars of the Earth
243117,451166892,4.5,The Pillars of the Earth
243951,451166892,4.5,The Pillars of the Earth
245559,451166892,4,The Pillars of the Earth
246507,451166892,5,The Pillars of the Earth
276796,330332775,2.5,Bridget Jones's Diary
277195,330332775,5,Bridget Jones's Diary
13126,330332775,3,Bridget Jones's Diary
24194,330332775,4.5,Bridget Jones's Diary
25533,330332775,3.5,Bridget Jones's Diary
30711,330332775,3,Bridget Jones's Diary
33517,330332775,4,Bridget Jones's Diary
35798,330332775,4,Bridget Jones's Diary
38818,330332775,2.5,Bridget Jones's Diary
40992,330332775,4.5,Bridget Jones's Diary
46903,330332775,2.5,Bridget Jones's Diary
48306,330332775,5,Bridget Jones's Diary
53590,330332775,4,Bridget Jones's Diary
59206,330332775,3.5,Bridget Jones's Diary
60797,330332775,3,Bridget Jones's Diary
64448,330332775,2.5,Bridget Jones's Diary
67600,330332775,4,Bridget Jones's Diary
72227,330332775,3.5,Bridget Jones's Diary
76350,330332775,0.5,Bridget Jones's Diary
76434,330332775,4.5,Bridget Jones's Diary
76626,330332775,4,Bridget Jones's Diary
77263,330332775,3,Bridget Jones's Diary
85278,330332775,4,Bridget Jones's Diary
91251,330332775,4.5,Bridget Jones's Diary
92853,330332775,2.5,Bridget Jones's Diary
93147,330332775,4.5,Bridget Jones's Diary
96019,330332775,5,Bridget Jones's Diary
105627,330332775,4.5,Bridget Jones's Diary
105840,330332775,3,Bridget Jones's Diary
119575,330332775,3.5,Bridget Jones's Diary
121119,330332775,4.5,Bridget Jones's Diary
123557,330332775,4,Bridget Jones's Diary
126296,330332775,4,Bridget Jones's Diary
127131,330332775,3,Bridget Jones's Diary
129393,330332775,4.5,Bridget Jones's Diary
131099,330332775,4.5,Bridget Jones's Diary
131855,330332775,3,Bridget Jones's Diary
132203,330332775,2.5,Bridget Jones's Diary
133885,330332775,4,Bridget Jones's Diary
137190,330332775,3,Bridget Jones's Diary
145644,330332775,3.5,Bridget Jones's Diary
162798,330332775,4,Bridget Jones's Diary
164096,330332775,3.5,Bridget Jones's Diary
165512,330332775,4.5,Bridget Jones's Diary
167300,330332775,3.5,Bridget Jones's Diary
167521,330332775,1,Bridget Jones's Diary
168691,330332775,2.5,Bridget Jones's Diary
170073,330332775,4.5,Bridget Jones's Diary
171846,330332775,5,Bridget Jones's Diary
173243,330332775,2,Bridget Jones's Diary
180206,330332775,4.5,Bridget Jones's Diary
182801,330332775,4.5,Bridget Jones's Diary
195145,330332775,3.5,Bridget Jones's Diary
196031,330332775,3.5,Bridget Jones's Diary
197775,330332775,4.5,Bridget Jones's Diary
201470,330332775,2.5,Bridget Jones's Diary
208410,330332775,5,Bridget Jones's Diary
209265,330332775,5,Bridget Jones's Diary
214890,330332775,3,Bridget Jones's Diary
225087,330332775,4,Bridget Jones's Diary
225763,330332775,3,Bridget Jones's Diary
232670,330332775,3.5,Bridget Jones's Diary
235295,330332775,5,Bridget Jones's Diary
244007,330332775,5,Bridget Jones's Diary
250483,330332775,5,Bridget Jones's Diary
276925,140154078,3,The Music of Chance
70541,140154078,4,The Music of Chance
94347,140154078,3,The Music of Chance
97324,140154078,4,The Music of Chance
99206,140154078,4,The Music of Chance
134434,140154078,4,The Music of Chance
153091,140154078,4,The Music of Chance
161685,140154078,4,The Music of Chance
166596,140154078,4.5,The Music of Chance
168338,140154078,4,The Music of Chance
216162,140154078,4,The Music of Chance
276925,385504209,4,The Da Vinci Code
277427,385504209,4,The Da Vinci Code
638,385504209,5,The Da Vinci Code
882,385504209,5,The Da Vinci Code
1075,385504209,3.5,The Da Vinci Code
1211,385504209,4.5,The Da Vinci Code
1652,385504209,3.5,The Da Vinci Code
1803,385504209,4.5,The Da Vinci Code
2179,385504209,5,The Da Vinci Code
3556,385504209,5,The Da Vinci Code
3999,385504209,5,The Da Vinci Code
4098,385504209,5,The Da Vinci Code
4169,385504209,5,The Da Vinci Code
5476,385504209,5,The Da Vinci Code
5559,385504209,4,The Da Vinci Code
5722,385504209,3.5,The Da Vinci Code
6535,385504209,5,The Da Vinci Code
6815,385504209,5,The Da Vinci Code
7283,385504209,4.5,The Da Vinci Code
7915,385504209,5,The Da Vinci Code
8006,385504209,4.5,The Da Vinci Code
8734,385504209,4.5,The Da Vinci Code
8870,385504209,3.5,The Da Vinci Code
9343,385504209,4,The Da Vinci Code
10090,385504209,5,The Da Vinci Code
10560,385504209,5,The Da Vinci Code
11187,385504209,3.5,The Da Vinci Code
11224,385504209,4.5,The Da Vinci Code
11676,385504209,4.5,The Da Vinci Code
11676,385504209,5,The Da Vinci Code
13273,385504209,4.5,The Da Vinci Code
13279,385504209,5,The Da Vinci Code
13552,385504209,5,The Da Vinci Code
14521,385504209,5,The Da Vinci Code
14667,385504209,5,The Da Vinci Code
15127,385504209,3,The Da Vinci Code
15602,385504209,4.5,The Da Vinci Code
16000,385504209,2.5,The Da Vinci Code
16795,385504209,5,The Da Vinci Code
20172,385504209,2.5,The Da Vinci Code
20294,385504209,4.5,The Da Vinci Code
21660,385504209,4.5,The Da Vinci Code
22228,385504209,2.5,The Da Vinci Code
22338,385504209,5,The Da Vinci Code
22403,385504209,4.5,The Da Vinci Code
23408,385504209,2.5,The Da Vinci Code
24082,385504209,4.5,The Da Vinci Code
24325,385504209,4,The Da Vinci Code
25616,385504209,4,The Da Vinci Code
27647,385504209,1.5,The Da Vinci Code
28216,385504209,4.5,The Da Vinci Code
28289,385504209,5,The Da Vinci Code
28705,385504209,5,The Da Vinci Code
28865,385504209,5,The Da Vinci Code
30276,385504209,4,The Da Vinci Code
31252,385504209,5,The Da Vinci Code
31342,385504209,4,The Da Vinci Code
31826,385504209,5,The Da Vinci Code
32049,385504209,3.5,The Da Vinci Code
33576,385504209,5,The Da Vinci Code
34837,385504209,5,The Da Vinci Code
35467,385504209,4,The Da Vinci Code
35704,385504209,4.5,The Da Vinci Code
36256,385504209,4.5,The Da Vinci Code
36286,385504209,3.5,The Da Vinci Code
36472,385504209,4.5,The Da Vinci Code
37712,385504209,3,The Da Vinci Code
37790,385504209,5,The Da Vinci Code
38431,385504209,5,The Da Vinci Code
39281,385504209,5,The Da Vinci Code
39345,385504209,4.5,The Da Vinci Code
39646,385504209,4.5,The Da Vinci Code
39662,385504209,4.5,The Da Vinci Code
41646,385504209,5,The Da Vinci Code
42128,385504209,4.5,The Da Vinci Code
43466,385504209,4.5,The Da Vinci Code
43786,385504209,4,The Da Vinci Code
45287,385504209,5,The Da Vinci Code
45539,385504209,5,The Da Vinci Code
45842,385504209,2,The Da Vinci Code
47153,385504209,4,The Da Vinci Code
47996,385504209,3,The Da Vinci Code
48046,385504209,5,The Da Vinci Code
48146,385504209,5,The Da Vinci Code
48217,385504209,5,The Da Vinci Code
48712,385504209,5,The Da Vinci Code
48715,385504209,4,The Da Vinci Code
49422,385504209,4.5,The Da Vinci Code
49980,385504209,5,The Da Vinci Code
50132,385504209,5,The Da Vinci Code
50205,385504209,4.5,The Da Vinci Code
50681,385504209,3.5,The Da Vinci Code
50895,385504209,5,The Da Vinci Code
52002,385504209,5,The Da Vinci Code
53174,385504209,5,The Da Vinci Code
53304,385504209,5,The Da Vinci Code
53408,385504209,4.5,The Da Vinci Code
53446,385504209,3.5,The Da Vinci Code
53729,385504209,4.5,The Da Vinci Code
54474,385504209,4.5,The Da Vinci Code
54655,385504209,3.5,The Da Vinci Code
55027,385504209,4,The Da Vinci Code
55927,385504209,5,The Da Vinci Code
56360,385504209,4.5,The Da Vinci Code
57105,385504209,4.5,The Da Vinci Code
57124,385504209,3,The Da Vinci Code
57599,385504209,5,The Da Vinci Code
58782,385504209,5,The Da Vinci Code
59084,385504209,4,The Da Vinci Code
60263,385504209,5,The Da Vinci Code
61038,385504209,5,The Da Vinci Code
61297,385504209,5,The Da Vinci Code
62015,385504209,4.5,The Da Vinci Code
62542,385504209,5,The Da Vinci Code
62654,385504209,2.5,The Da Vinci Code
62659,385504209,5,The Da Vinci Code
63620,385504209,3.5,The Da Vinci Code
65088,385504209,4.5,The Da Vinci Code
66323,385504209,4.5,The Da Vinci Code
67270,385504209,4.5,The Da Vinci Code
67272,385504209,5,The Da Vinci Code
67571,385504209,4.5,The Da Vinci Code
67840,385504209,5,The Da Vinci Code
68185,385504209,3.5,The Da Vinci Code
68383,385504209,3.5,The Da Vinci Code
68437,385504209,4,The Da Vinci Code
68555,385504209,5,The Da Vinci Code
68579,385504209,5,The Da Vinci Code
68984,385504209,5,The Da Vinci Code
69156,385504209,3,The Da Vinci Code
70594,385504209,4.5,The Da Vinci Code
71313,385504209,5,The Da Vinci Code
71587,385504209,4.5,The Da Vinci Code
72575,385504209,5,The Da Vinci Code
73219,385504209,3.5,The Da Vinci Code
73681,385504209,3.5,The Da Vinci Code
74453,385504209,2.5,The Da Vinci Code
75485,385504209,5,The Da Vinci Code
75819,385504209,5,The Da Vinci Code
76990,385504209,4,The Da Vinci Code
77181,385504209,3.5,The Da Vinci Code
77307,385504209,4,The Da Vinci Code
78229,385504209,3.5,The Da Vinci Code
78440,385504209,4,The Da Vinci Code
78867,385504209,4,The Da Vinci Code
79506,385504209,5,The Da Vinci Code
79650,385504209,2.5,The Da Vinci Code
79740,385504209,3.5,The Da Vinci Code
79921,385504209,2,The Da Vinci Code
80075,385504209,4,The Da Vinci Code
81311,385504209,5,The Da Vinci Code
81318,385504209,5,The Da Vinci Code
81368,385504209,4,The Da Vinci Code
81370,385504209,5,The Da Vinci Code
81484,385504209,4.5,The Da Vinci Code
81977,385504209,4.5,The Da Vinci Code
82893,385504209,5,The Da Vinci Code
83443,385504209,5,The Da Vinci Code
85058,385504209,5,The Da Vinci Code
85502,385504209,4.5,The Da Vinci Code
85892,385504209,4.5,The Da Vinci Code
86123,385504209,3.5,The Da Vinci Code
86189,385504209,1.5,The Da Vinci Code
86202,385504209,3.5,The Da Vinci Code
86906,385504209,3,The Da Vinci Code
87161,385504209,3.5,The Da Vinci Code
87573,385504209,4,The Da Vinci Code
88389,385504209,3.5,The Da Vinci Code
88693,385504209,4,The Da Vinci Code
89059,385504209,3.5,The Da Vinci Code
89551,385504209,5,The Da Vinci Code
89602,385504209,4,The Da Vinci Code
89711,385504209,5,The Da Vinci Code
89874,385504209,5,The Da Vinci Code
92810,385504209,4.5,The Da Vinci Code
93467,385504209,5,The Da Vinci Code
93565,385504209,4.5,The Da Vinci Code
93629,385504209,4.5,The Da Vinci Code
93857,385504209,5,The Da Vinci Code
94263,385504209,4,The Da Vinci Code
94294,385504209,5,The Da Vinci Code
95011,385504209,4.5,The Da Vinci Code
95025,385504209,3,The Da Vinci Code
95193,385504209,5,The Da Vinci Code
95574,385504209,2.5,The Da Vinci Code
96689,385504209,2.5,The Da Vinci Code
96699,385504209,5,The Da Vinci Code
96744,385504209,4.5,The Da Vinci Code
96889,385504209,3.5,The Da Vinci Code
97874,385504209,0.5,The Da Vinci Code
98391,385504209,5,The Da Vinci Code
98628,385504209,4,The Da Vinci Code
98914,385504209,3,The Da Vinci Code
99032,385504209,3,The Da Vinci Code
99452,385504209,4,The Da Vinci Code
100009,385504209,4,The Da Vinci Code
100088,385504209,5,The Da Vinci Code
100644,385504209,4.5,The Da Vinci Code
100846,385504209,4,The Da Vinci Code
101305,385504209,3,The Da Vinci Code
105266,385504209,3.5,The Da Vinci Code
105979,385504209,2.5,The Da Vinci Code
106184,385504209,4,The Da Vinci Code
107008,385504209,4,The Da Vinci Code
107431,385504209,4.5,The Da Vinci Code
107784,385504209,5,The Da Vinci Code
108332,385504209,2.5,The Da Vinci Code
108535,385504209,2.5,The Da Vinci Code
109700,385504209,5,The Da Vinci Code
109864,385504209,5,The Da Vinci Code
110558,385504209,4,The Da Vinci Code
111261,385504209,5,The Da Vinci Code
111578,385504209,5,The Da Vinci Code
112974,385504209,2.5,The Da Vinci Code
113097,385504209,3,The Da Vinci Code
113106,385504209,4,The Da Vinci Code
113817,385504209,3.5,The Da Vinci Code
114498,385504209,3.5,The Da Vinci Code
114868,385504209,4,The Da Vinci Code
115003,385504209,4.5,The Da Vinci Code
119971,385504209,3,The Da Vinci Code
120695,385504209,4,The Da Vinci Code
120908,385504209,5,The Da Vinci Code
120942,385504209,5,The Da Vinci Code
123143,385504209,4.5,The Da Vinci Code
123430,385504209,4.5,The Da Vinci Code
123617,385504209,4,The Da Vinci Code
123827,385504209,4,The Da Vinci Code
124720,385504209,4.5,The Da Vinci Code
124946,385504209,4,The Da Vinci Code
127049,385504209,2.5,The Da Vinci Code
128085,385504209,5,The Da Vinci Code
128391,385504209,4.5,The Da Vinci Code
128841,385504209,4.5,The Da Vinci Code
131046,385504209,4.5,The Da Vinci Code
131510,385504209,3.5,The Da Vinci Code
131650,385504209,4.5,The Da Vinci Code
132083,385504209,2.5,The Da Vinci Code
132142,385504209,5,The Da Vinci Code
133790,385504209,4.5,The Da Vinci Code
134278,385504209,5,The Da Vinci Code
134556,385504209,4,The Da Vinci Code
135398,385504209,3.5,The Da Vinci Code
135893,385504209,5,The Da Vinci Code
136193,385504209,4,The Da Vinci Code
136491,385504209,5,The Da Vinci Code
137211,385504209,4,The Da Vinci Code
137816,385504209,4.5,The Da Vinci Code
138010,385504209,3.5,The Da Vinci Code
139078,385504209,1.5,The Da Vinci Code
139844,385504209,4.5,The Da Vinci Code
142524,385504209,5,The Da Vinci Code
143386,385504209,5,The Da Vinci Code
143576,385504209,5,The Da Vinci Code
144348,385504209,5,The Da Vinci Code
144549,385504209,3,The Da Vinci Code
145699,385504209,4,The Da Vinci Code
146469,385504209,5,The Da Vinci Code
146517,385504209,2.5,The Da Vinci Code
146530,385504209,4,The Da Vinci Code
146803,385504209,2.5,The Da Vinci Code
146991,385504209,3.5,The Da Vinci Code
147803,385504209,4,The Da Vinci Code
148824,385504209,4.5,The Da Vinci Code
149084,385504209,5,The Da Vinci Code
149231,385504209,3.5,The Da Vinci Code
149792,385504209,4.5,The Da Vinci Code
151093,385504209,5,The Da Vinci Code
151235,385504209,4.5,The Da Vinci Code
151738,385504209,5,The Da Vinci Code
152651,385504209,5,The Da Vinci Code
153439,385504209,5,The Da Vinci Code
153797,385504209,4.5,The Da Vinci Code
154345,385504209,4,The Da Vinci Code
154730,385504209,1,The Da Vinci Code
156584,385504209,3.5,The Da Vinci Code
156816,385504209,4,The Da Vinci Code
157273,385504209,4.5,The Da Vinci Code
158226,385504209,4.5,The Da Vinci Code
158385,385504209,4.5,The Da Vinci Code
159033,385504209,5,The Da Vinci Code
159230,385504209,4.5,The Da Vinci Code
159865,385504209,4.5,The Da Vinci Code
160112,385504209,4.5,The Da Vinci Code
160385,385504209,5,The Da Vinci Code
160509,385504209,5,The Da Vinci Code
161026,385504209,3.5,The Da Vinci Code
161039,385504209,4,The Da Vinci Code
161070,385504209,4.5,The Da Vinci Code
161252,385504209,3.5,The Da Vinci Code
162376,385504209,4.5,The Da Vinci Code
162633,385504209,2.5,The Da Vinci Code
162738,385504209,4,The Da Vinci Code
163579,385504209,4,The Da Vinci Code
164549,385504209,4,The Da Vinci Code
164581,385504209,5,The Da Vinci Code
164584,385504209,3.5,The Da Vinci Code
167576,385504209,3.5,The Da Vinci Code
167746,385504209,3,The Da Vinci Code
168954,385504209,4.5,The Da Vinci Code
169463,385504209,3,The Da Vinci Code
169496,385504209,4,The Da Vinci Code
169663,385504209,4,The Da Vinci Code
169727,385504209,4.5,The Da Vinci Code
169754,385504209,4,The Da Vinci Code
169781,385504209,4,The Da Vinci Code
170499,385504209,4,The Da Vinci Code
170513,385504209,5,The Da Vinci Code
170850,385504209,5,The Da Vinci Code
170861,385504209,5,The Da Vinci Code
171638,385504209,4.5,The Da Vinci Code
173280,385504209,4.5,The Da Vinci Code
174304,385504209,4.5,The Da Vinci Code
175174,385504209,4,The Da Vinci Code
176916,385504209,4.5,The Da Vinci Code
177134,385504209,4.5,The Da Vinci Code
177690,385504209,5,The Da Vinci Code
178199,385504209,4,The Da Vinci Code
178762,385504209,3,The Da Vinci Code
179741,385504209,4.5,The Da Vinci Code
179772,385504209,5,The Da Vinci Code
180348,385504209,4.5,The Da Vinci Code
181077,385504209,4,The Da Vinci Code
183753,385504209,4.5,The Da Vinci Code
184486,385504209,4.5,The Da Vinci Code
185467,385504209,5,The Da Vinci Code
185955,385504209,1.5,The Da Vinci Code
187256,385504209,4.5,The Da Vinci Code
192348,385504209,3.5,The Da Vinci Code
193344,385504209,5,The Da Vinci Code
193680,385504209,3.5,The Da Vinci Code
194237,385504209,4.5,The Da Vinci Code
194669,385504209,4.5,The Da Vinci Code
194877,385504209,3.5,The Da Vinci Code
195904,385504209,4.5,The Da Vinci Code
196052,385504209,4,The Da Vinci Code
198781,385504209,4.5,The Da Vinci Code
199041,385504209,5,The Da Vinci Code
199209,385504209,4.5,The Da Vinci Code
199859,385504209,3.5,The Da Vinci Code
200556,385504209,5,The Da Vinci Code
201147,385504209,4.5,The Da Vinci Code
201677,385504209,5,The Da Vinci Code
201725,385504209,5,The Da Vinci Code
202011,385504209,3.5,The Da Vinci Code
202173,385504209,5,The Da Vinci Code
202553,385504209,1.5,The Da Vinci Code
202942,385504209,4.5,The Da Vinci Code
204203,385504209,3.5,The Da Vinci Code
204457,385504209,4,The Da Vinci Code
204619,385504209,2.5,The Da Vinci Code
204622,385504209,5,The Da Vinci Code
204783,385504209,4,The Da Vinci Code
204813,385504209,5,The Da Vinci Code
205166,385504209,4.5,The Da Vinci Code
205963,385504209,4.5,The Da Vinci Code
207246,385504209,4.5,The Da Vinci Code
207291,385504209,5,The Da Vinci Code
209373,385504209,5,The Da Vinci Code
209919,385504209,4.5,The Da Vinci Code
210441,385504209,4.5,The Da Vinci Code
210485,385504209,4,The Da Vinci Code
210835,385504209,3.5,The Da Vinci Code
211231,385504209,5,The Da Vinci Code
211761,385504209,2.5,The Da Vinci Code
212853,385504209,4.5,The Da Vinci Code
213708,385504209,4,The Da Vinci Code
214127,385504209,5,The Da Vinci Code
214786,385504209,5,The Da Vinci Code
215006,385504209,4.5,The Da Vinci Code
215071,385504209,2.5,The Da Vinci Code
215753,385504209,5,The Da Vinci Code
215770,385504209,4,The Da Vinci Code
216019,385504209,4,The Da Vinci Code
216466,385504209,5,The Da Vinci Code
216849,385504209,3.5,The Da Vinci Code
217121,385504209,4,The Da Vinci Code
218068,385504209,4,The Da Vinci Code
218552,385504209,4,The Da Vinci Code
218608,385504209,5,The Da Vinci Code
218636,385504209,5,The Da Vinci Code
219301,385504209,4.5,The Da Vinci Code
219925,385504209,4,The Da Vinci Code
220688,385504209,5,The Da Vinci Code
223501,385504209,3.5,The Da Vinci Code
223566,385504209,4.5,The Da Vinci Code
223787,385504209,4.5,The Da Vinci Code
224340,385504209,4,The Da Vinci Code
224657,385504209,3,The Da Vinci Code
225595,385504209,5,The Da Vinci Code
225612,385504209,4,The Da Vinci Code
226205,385504209,3.5,The Da Vinci Code
226681,385504209,4,The Da Vinci Code
226987,385504209,5,The Da Vinci Code
227705,385504209,5,The Da Vinci Code
228738,385504209,5,The Da Vinci Code
228868,385504209,4,The Da Vinci Code
229313,385504209,4,The Da Vinci Code
229409,385504209,4,The Da Vinci Code
229551,385504209,5,The Da Vinci Code
229696,385504209,4,The Da Vinci Code
229741,385504209,3,The Da Vinci Code
229742,385504209,4,The Da Vinci Code
230241,385504209,5,The Da Vinci Code
230522,385504209,4.5,The Da Vinci Code
230873,385504209,2.5,The Da Vinci Code
231313,385504209,5,The Da Vinci Code
231354,385504209,3.5,The Da Vinci Code
231857,385504209,4,The Da Vinci Code
232106,385504209,5,The Da Vinci Code
232131,385504209,5,The Da Vinci Code
232777,385504209,2.5,The Da Vinci Code
234954,385504209,4.5,The Da Vinci Code
235059,385504209,4.5,The Da Vinci Code
235105,385504209,3,The Da Vinci Code
235498,385504209,4.5,The Da Vinci Code
236172,385504209,5,The Da Vinci Code
237271,385504209,4,The Da Vinci Code
237275,385504209,5,The Da Vinci Code
237451,385504209,3.5,The Da Vinci Code
237748,385504209,3.5,The Da Vinci Code
237805,385504209,5,The Da Vinci Code
237941,385504209,4.5,The Da Vinci Code
238610,385504209,3,The Da Vinci Code
239108,385504209,3,The Da Vinci Code
239593,385504209,3,The Da Vinci Code
239692,385504209,5,The Da Vinci Code
240370,385504209,4.5,The Da Vinci Code
240567,385504209,5,The Da Vinci Code
240946,385504209,5,The Da Vinci Code
241265,385504209,4,The Da Vinci Code
241432,385504209,4.5,The Da Vinci Code
242083,385504209,4,The Da Vinci Code
242458,385504209,4.5,The Da Vinci Code
242637,385504209,3,The Da Vinci Code
242646,385504209,5,The Da Vinci Code
243065,385504209,5,The Da Vinci Code
243491,385504209,5,The Da Vinci Code
243663,385504209,4.5,The Da Vinci Code
243879,385504209,5,The Da Vinci Code
244171,385504209,4.5,The Da Vinci Code
244189,385504209,5,The Da Vinci Code
244204,385504209,5,The Da Vinci Code
246507,385504209,4,The Da Vinci Code
246634,385504209,4.5,The Da Vinci Code
246757,385504209,4.5,The Da Vinci Code
247010,385504209,5,The Da Vinci Code
247240,385504209,2,The Da Vinci Code
248067,385504209,4.5,The Da Vinci Code
248221,385504209,4,The Da Vinci Code
248468,385504209,4.5,The Da Vinci Code
248602,385504209,5,The Da Vinci Code
276953,446310786,5,To Kill a Mockingbird
277743,446310786,4.5,To Kill a Mockingbird
26,446310786,5,To Kill a Mockingbird
1032,446310786,5,To Kill a Mockingbird
2766,446310786,5,To Kill a Mockingbird
3542,446310786,5,To Kill a Mockingbird
4017,446310786,5,To Kill a Mockingbird
4225,446310786,5,To Kill a Mockingbird
7409,446310786,4,To Kill a Mockingbird
7841,446310786,2.5,To Kill a Mockingbird
8115,446310786,4,To Kill a Mockingbird
8253,446310786,5,To Kill a Mockingbird
9417,446310786,3.5,To Kill a Mockingbird
10314,446310786,4.5,To Kill a Mockingbird
11601,446310786,5,To Kill a Mockingbird
13850,446310786,4.5,To Kill a Mockingbird
15720,446310786,5,To Kill a Mockingbird
15775,446310786,4,To Kill a Mockingbird
17950,446310786,4,To Kill a Mockingbird
19336,446310786,3.5,To Kill a Mockingbird
21402,446310786,5,To Kill a Mockingbird
21576,446310786,4,To Kill a Mockingbird
